numero,descricao,situacao,estado_conservacao,campus.nome,valor_inicial,valor_liquido_contabil
213287,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213288,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213289,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213290,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213291,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213292,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213293,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213294,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213295,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213296,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213297,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213298,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213299,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213300,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213301,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213302,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213303,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213304,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213305,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213306,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213307,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213308,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213309,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213310,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213311,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213312,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213313,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213314,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213315,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213316,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213317,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213318,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213319,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213320,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213321,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213322,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213323,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213324,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213325,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213326,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213327,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213328,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213329,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213330,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213331,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213332,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213333,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213334,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213335,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213336,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213337,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213338,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213339,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213340,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213341,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213342,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213343,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213344,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213345,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213346,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213347,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213348,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213349,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213350,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213351,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213352,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213353,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213354,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213355,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213356,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213357,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213358,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213359,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213360,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213361,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213362,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213363,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213364,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213365,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213366,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213367,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213368,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213369,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213370,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213371,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213372,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213373,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213374,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213375,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213376,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213377,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213378,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213379,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213380,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213381,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213382,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213383,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213384,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213385,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213386,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213387,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213388,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213389,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213390,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213391,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213392,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213393,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213394,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213395,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213396,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213397,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213398,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213399,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213400,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213401,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213402,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213403,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213404,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213405,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213406,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213407,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213408,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213409,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213410,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213411,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213412,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213413,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213414,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213415,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213416,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213417,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213418,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213419,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213420,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213421,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213422,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213423,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213424,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213425,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213426,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213427,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213428,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213429,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213430,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213431,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213432,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213433,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213434,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213435,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213436,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213437,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213438,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213439,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213440,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213441,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213442,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213443,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213444,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213445,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213446,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213447,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213448,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213449,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213450,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213451,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213452,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213453,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213454,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213455,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213456,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213457,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213458,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213459,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213460,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213461,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213462,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213463,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213464,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213465,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213466,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213467,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213468,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213469,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213470,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213471,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213472,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213473,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213474,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213475,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213476,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213477,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213478,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213479,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213480,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213481,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213482,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213483,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213484,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213485,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213486,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213487,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213488,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213489,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213490,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213491,Bibliocanto L 18x14x10,ativo,,CAMPUS CATOLÉ DO ROCHA,6.28,5.93
213492,"Tela de projeção retrátil - Matte White 100"" Notecom - marca SUMAY",ativo,,CAMPUS CATOLÉ DO ROCHA,780.0,739.05
213493,"Tela de projeção retrátil - Matte White 100"" Notecom - marca SUMAY",ativo,,CAMPUS CATOLÉ DO ROCHA,780.0,739.05
213494,Pedestal para corpo de prova 10x20,pendente,,,646.0,646.0
213495,Pedestal para corpo de prova 10x20,pendente,,,646.0,646.0
213496,Relógio comparador analógico 0-10mm Kigntools,ativo,,CAMPUS CATOLÉ DO ROCHA,299.53,289.03
213497,Relógio comparador analógico 0-10mm Kigntools,ativo,,CAMPUS CATOLÉ DO ROCHA,299.53,289.03
213498,Miragem Holográfica AZEHEB,pendente,,,490.26,490.26
213499,Miragem Holográfica AZEHEB,pendente,,,490.26,490.26
213500,Conjunto superfícies equipotenciais AZEHEB,pendente,,,450.0,450.0
213501,Conjunto superfícies equipotenciais AZEHEB,pendente,,,450.0,450.0
213502,Conjunto superfícies equipotenciais AZEHEB,pendente,,,450.0,450.0
213503,Conjunto superfícies equipotenciais AZEHEB,pendente,,,450.0,450.0
213504,Conjunto superfícies equipotenciais AZEHEB,pendente,,,450.0,450.0
213505,Conjunto superfícies equipotenciais AZEHEB,pendente,,,450.0,450.0
213506,Aparelho Vicat completo para cimento,ativo,,CAMPUS CATOLÉ DO ROCHA,722.99,697.72
213507,Aparelho Vicat completo para cimento,ativo,,CAMPUS CATOLÉ DO ROCHA,722.99,697.72
213508,"Repartidor de amostras completo, abertura E 16 calhas, galvanizado.",ativo,,CAMPUS CATOLÉ DO ROCHA,930.84,898.29
213509,"SPEEDY aparelho completo, com balança digital.",ativo,,CAMPUS CATOLÉ DO ROCHA,898.99,867.56
213510,"SPEEDY aparelho completo, com balança digital.",ativo,,CAMPUS CATOLÉ DO ROCHA,898.99,867.56
213511,KIT MICROFONE TIPO BOOM.,ativo,,REITORIA,3680.0,3486.8
213512,"BOMBA DE VÁCUO, MATERIAL AÇO INOXIDÁVEL, VÁCUO MÁXIMO 650 MMHG, POTÊNCIA 1/4 CV, FREQUÊNCIA 50/60 HZ, MARCA ION",ativo,,CAMPUS PATOS,1650.0,1563.34
213513,MICROCOMPUTADOR PESSOAL NOTEBOOK,ativo,bom,REITORIA,7100.0,6354.5
213514,MICROCOMPUTADOR PESSOAL NOTEBOOK,ativo,bom,REITORIA,7100.0,6354.5
213515,"microfone shure / PGA58.
microfone de mão para voz principal e backup vocal em apresentação ao vivo, cápsula dinâmica (não requer alimentação fantasma)",ativo,,CAMPUS CAMPINA GRANDE,517.0,489.84
213516,"microfone shure / PGA58.
microfone de mão para voz principal e backup vocal em apresentação ao vivo, cápsula dinâmica (não requer alimentação fantasma)",ativo,,CAMPUS CAMPINA GRANDE,517.0,489.84
213517,"GRAVADOR/REPRODUTOR, SISTEMA GRAV. NTSC, SISTEMA SVHS/VHS/HI-FI, CAM. LENTA DIGITAL/ÁUDIO.",ativo,,REITORIA,1109.82,1051.58
213518,AGITADOR MAGNETICO COM AQUECIMENTO,ativo,bom,CAMPUS JOÃO PESSOA,627.0,607.47
213519,AGITADOR MAGNETICO COM AQUECIMENTO,ativo,bom,CAMPUS JOÃO PESSOA,627.0,607.47
213520,AGITADOR MAGNETICO COM AQUECIMENTO,ativo,bom,CAMPUS JOÃO PESSOA,627.0,607.47
213521,AGITADOR MAGNETICO DIGITAL COM AQUECIMENTO,ativo,bom,CAMPUS JOÃO PESSOA,1080.0,1046.4
213522,AGITADOR MAGNETICO DIGITAL COM AQUECIMENTO,ativo,bom,CAMPUS JOÃO PESSOA,1080.0,1046.4
213523,AGITADOR MAGNETICO DIGITAL COM AQUECIMENTO,ativo,bom,CAMPUS JOÃO PESSOA,1080.0,1046.4
213524,Estufa para cultura bacteriológica capacidade aproximadamente 40 litros. Estrutura em aço porta externa em aço e interna em vidro transparente.,ativo,bom,CAMPUS CAMPINA GRANDE,2199.0,2130.61
213525,"autoclave vertical, capacidade de 30 litros (digitale modelo 3.0)",ativo,bom,CAMPUS CAMPINA GRANDE,4299.98,4166.21
213526,forno mufla digital . 16 litros 7 rampas. marca: hipperquímica,ativo,,CAMPUS CAMPINA GRANDE,4877.15,4725.39
213527,CAPELÁ DE EXAUSTÃO DE GASES1/6CV. 15m3 95x60x95cm porta de vidro. marca acs.,ativo,bom,CAMPUS CAMPINA GRANDE,4728.96,4581.82
213529,turbidímetro digital microprocessado plus II. escala de 0 a 10,ativo,bom,CAMPUS CAMPINA GRANDE,2401.98,2317.91
213530,Estante Dupla face PA NEXT 100x200x58,ativo,,CAMPUS CATOLÉ DO ROCHA,2440.0,2311.9
213531,Estante Dupla face PA NEXT 100x200x58,ativo,,CAMPUS CATOLÉ DO ROCHA,2440.0,2311.9
213532,Estante Dupla face PA NEXT 100x200x58,ativo,,CAMPUS CATOLÉ DO ROCHA,2440.0,2311.9
213533,Estante Dupla face PA NEXT 100x200x58,ativo,,CAMPUS CATOLÉ DO ROCHA,2440.0,2311.9
213534,Estante Dupla face PA NEXT 100x200x58,ativo,,CAMPUS CATOLÉ DO ROCHA,2440.0,2311.9
213535,Estante Dupla face PA NEXT 100x200x58,ativo,,CAMPUS CATOLÉ DO ROCHA,2440.0,2311.9
213536,Estante Dupla face PA NEXT 100x200x58,ativo,,CAMPUS CATOLÉ DO ROCHA,2440.0,2311.9
213537,Estante Dupla face PA NEXT 100x200x58,ativo,,CAMPUS CATOLÉ DO ROCHA,2440.0,2311.9
213538,Estante Dupla face PA NEXT 100x200x58,ativo,,CAMPUS CATOLÉ DO ROCHA,2440.0,2311.9
213539,Estante Dupla face PA NEXT 100x200x58,ativo,,CAMPUS CATOLÉ DO ROCHA,2440.0,2311.9
213540,Redes Sociais e Estruturas Relacionais,ativo,bom,CAMPUS CAMPINA GRANDE,39.37,37.06
213541,Analise Estrutural das Redes Sociais,ativo,bom,CAMPUS CAMPINA GRANDE,43.74,41.22
213542,"VOCE, EU E OS ROBOS - PEQUENO MANUAL DO MUNDO DIGITAL",ativo,bom,CAMPUS CAMPINA GRANDE,36.75,34.58
213543,DETECTOR DE GASES.,ativo,,REITORIA,3000.0,2895.0
213544,Gravador Voz Digital Sony lcd Px470 4 gb Expansível Ate 32gb,ativo,bom,CAMPUS CAMPINA GRANDE,289.99,274.8
213545,Fone Ouvido Headset Gamer Chat Audio 7.1 Led Usb Microfone,ativo,bom,CAMPUS CAMPINA GRANDE,48.49,45.97
